Question,Equation,Answer,Numbers
You have N_00 cookies and want to share them equally with N_01 people . How many cookies would each person get ?,N_00 / N_01,4.0,24.0 6.0
"A trivia team had N_00 members total , but during a game N_01 members did n't show up . If each member that did show up scored N_02 points , how many points were scored total ?",N_02 * ( N_00 - N_01 ),12.0,9.0 3.0 2.0
At a company picnic N_00 managers and N_01 employees decided to start a game of volleyball . If they split into N_02 teams how many people would be on each team ?,( N_00 + N_01 ) / N_02,5.0,23.0 7.0 6.0
"Will was organizing his baseball cards in a binder with N_00 on each page . If he had N_01 new cards and N_02 old cards to put in the binder , how many pages would he use ?",( N_01 + N_02 ) / N_00,6.0,3.0 8.0 10.0
"A trivia team had N_00 members total , but during a game N_01 members did n't show up . If each member that did show up scored N_02 points , how many points were scored total ?",N_02 * ( N_00 - N_01 ),27.0,15.0 6.0 3.0
How many yards of material from a N_00 yard length of cloth remains after N_01 pieces each N_02 yards long and N_03 pieces each N_04 long are removed ?,N_00 - N_01 * N_02 - N_03 * N_04,2.25,24.0 3.0 3.5 5.0 2.25
Sarah has N_00 boxes of apples . Each box holds N_01 apples . How many apples does Sarah have ?,N_00 * N_00,49.0,7.0 7.0
"Isabel was selling her necklaces at a garage sale . She sold N_00 bead necklaces and N_01 gem stone necklaces . If each necklace cost N_02 dollars , how much money did she earn ?",N_02 * ( N_00 + N_00 ),36.0,3.0 3.0 6.0
There are N_00 calories in a candy bar . How many calories are there in N_01 candy bars ?,N_00 * N_01,341.0,31.0 11.0
"A florist had N_00 roses . If she sold N_01 of them and then later picked N_02 more , how many roses would she have ?",N_00 + N_02 - N_01,13.0,6.0 5.0 12.0
"Tim got N_00 nickels and N_01 dimes for shining shoes , and in his tip jar found N_02 dimes and N_03 half - dollars . How much money did Tim get ?",N_00 * 0.05 + N_01 * 0.1 + N_02 * 0.1 + N_03 * 0.5,6.65,3.0 13.0 7.0 9.0
Adam has $ N_00 to buy an airplane that costs $ N_01 . How much change will Adam get ?,N_00 - N_01,0.72,5.0 4.28
"There are N_00 students trying out for the school 's trivia teams . If N_01 of them did n't get picked for the team and the rest were put into N_02 groups , how many students would be in each group ?",( N_00 - N_01 ) / N_02,9.0,36.0 9.0 3.0
"A waiter at ' The Greasy Spoon ' restaurant had N_00 customers to wait on . During the lunch rush he added another N_01 customers . If N_02 of the customers did n't leave him a tip , how many customers did leave a tip ?",N_00 + N_01 - N_02,2.0,39.0 12.0 49.0
"Sam had N_00 socks . If he threw away N_01 old ones that did n't fit and bought N_02 new ones , how many socks would he have ?",N_00 + N_02 - N_01,43.0,10.0 3.0 36.0
Kelly has N_00 Nintendo games . How many does Kelly need to give away so that Kelly will have N_01 games left ?,N_00 - N_01,99.0,121.0 22.0
There are N_00 eggs in a box . Harry takes N_01 eggs . How many are left ?,N_00 - N_01,42.0,47.0 5.0
Jason has N_00 Pokemon cards . Benny bought N_01 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ?,N_00 - N_01,1.0,3.0 2.0
Jason has N_00 Pokemon cards . Benny bought N_01 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ?,N_00 - N_01,1.0,3.0 2.0
Luke was selling his old games . He started out with N_00 but sold N_01 of them . He packed the rest up putting N_02 games into each box . How many boxes did he have to use ?,( N_00 - N_01 ) / N_02,5.0,39.0 19.0 4.0
A store had N_00 oranges in a bin . If they threw away N_01 of the old ones and put N_02 new ones in the bin how many would be in the bin ?,N_00 + N_02 - N_01,34.0,50.0 40.0 24.0
"A new building needed N_00 windows . The builder had already installed N_01 of them . If it takes N_02 hours to install each window , how long will it take him to install the rest ?",N_02 * ( N_00 - N_01 ),36.0,14.0 5.0 4.0
"A painter needed to paint N_00 rooms in a building . Each room takes N_01 hours to paint . If he already painted N_02 rooms , how much longer will he take to paint the rest ?",N_01 * ( N_00 - N_02 ),24.0,12.0 3.0 4.0
Debra removes N_00 apples from a jar . There were originally N_01 apples in the jar . How many apples are left in the jar ?,N_01 - N_00,35.0,22.0 57.0
Joan has N_00 blue balloons but lost N_01 of them . How many blue balloons does Joan have now ?,N_00 - N_01,7.0,9.0 2.0
Sean has N_00 whistles . He has N_01 more whistles that Charles . How many whistles does Charles have ?,N_00 - N_01,13.0,45.0 32.0
"If there are N_00 erasers in a box and Patrick puts N_01 more erasers inside , how many erasers are in the box ?",N_00 + N_01,85.0,76.0 9.0
There are N_00 flowers and N_01 bees . How many fewer bees are there than flowers ?,N_00 - N_01,2.0,5.0 3.0
Dan has $ N_00 . He bought a candy bar for $ N_01 . How much money is left ?,N_00 - N_01,2.0,3.0 1.0
"The mini library also has a section for the classics . If Jack has a collection of N_00 classic authors , with each author having N_01 books , how many books does he have in the classics section ?",N_00 * N_01,198.0,6.0 33.0
Ernest starts with N_00 crayons . Jennifer takes N_01 away . How many crayons does Ernest end with ?,N_00 - N_01,11.0,17.0 6.0
"Jenny sold N_00 boxes of Trefoils . How many cases of N_01 boxes , plus extra boxes does Jenny need to deliver ?",N_00 / N_01,3.0,24.0 8.0
"Carson ’ s teacher gives out gold stars for great math work . Yesterday , Carson earned N_00 gold stars . Today , he earned N_01 more . How many gold stars did Carson earn in all ?",N_00 + N_01,15.0,6.0 9.0
"Joan 's high school played N_00 baseball games this year , N_01 of the games were played at night . She attended N_02 games . How many baseball games did Joan miss ?",N_00 - N_02,469.0,864.0 128.0 395.0
"A company invited N_00 people to a luncheon , but N_01 of them did n't show up . If the tables they had held N_02 people each , how many tables do they need ?",( N_00 - N_01 ) / N_02,2.0,24.0 10.0 7.0
"Last Saturday , Marie sold N_00 magazines and N_01 newspapers . What is the total number of reading materials she sold ?",N_00 + N_01,700.0,425.0 275.0
Joshua has N_00 bottle caps . He buys N_01 more . How many bottle caps does Joshua have in all ?,N_00 + N_01,47.0,40.0 7.0
Nancy uploaded N_00 pictures to Facebook . She put N_01 pics into one album and put the rest into N_02 different albums . How many pictures were in each album ?,( N_00 - N_01 ) / N_02,2.0,41.0 37.0 2.0
Melanie picked N_00 plums and N_01 oranges from the orchard . She gave N_02 plums to Sam . How many plums does she have now ?,N_00 - N_02,4.0,7.0 4.0 3.0
Mariela was in the hospital and she got N_00 get well cards from around the country . When she got home she got N_01 more cards from friends and family . How many get well cards did Mariela get ?,N_00 + N_01,690.0,403.0 287.0
There are N_00 short trees and N_01 tall trees currently in the park . Park workers will plant N_02 short trees today . How many short trees will the park have when the workers are finished ?,N_00 + N_02,217.0,112.0 119.0 105.0
"At the town carnival Oliver rode the ferris wheel N_00 times and the bumper cars N_01 times . If each ride cost N_02 tickets , how many tickets did he use ?",N_02 * ( N_00 + N_01 ),63.0,5.0 4.0 7.0
"For the school bake sale Bianca made N_00 cupcakes . If she sold N_01 of them and then made N_02 more , how many cupcakes would she have ?",N_00 + N_02 - N_01,25.0,14.0 6.0 17.0
"The value of a sport utility vehicle this year is N_00 dollars , which is N_01 of what its value was last year . How much is the value of the vehicle last year ?",N_00 / N_01,20000.0,16000.0 0.8
There were N_00 girls and N_01 boys on the playground at recess . How many children were there in all ?,N_00 + N_01,63.0,28.0 35.0
"Find the product of N_00 , N_01 , N_02 and N_03 .",N_00 * N_01 * N_02 * N_03,-120.0,-2.0 -15.0 4.0 -1.0
Carol starts with N_00 blocks . She loses N_01 . How many blocks does Carol end with ?,N_00 - N_01,17.0,42.0 25.0
"At a restaurant each adult meal costs $ N_00 and kids eat free . If a group of N_01 people came in and N_02 were kids , how much would it cost for the group to eat ?",N_00 * ( N_01 - N_02 ),28.0,7.0 13.0 9.0
"John had N_00 action figures , but needed N_01 total for a complete collection . If each one costs $ N_02 , how much money would he need to finish his collection ?",N_00 * ( N_01 - N_00 ),10.0,5.0 7.0 5.0
"A waiter had N_00 tables he was waiting on , with N_01 women and N_02 men at each table . How many customers total did the waiter have ?",N_00 * ( N_00 + N_02 ),40.0,5.0 5.0 3.0
"Dave was helping the cafeteria workers pick up lunch trays , but he could only carry N_00 trays at a time . If he had to pick up N_01 trays from one table and N_02 trays from another , how many trips will he make ?",( N_01 + N_02 ) / N_00,8.0,9.0 17.0 55.0
There are N_00 butterflies . Each butterfly has N_01 black dots and N_02 yellow dots . How many black dots are there in all ?,N_00 * N_01,4764.0,397.0 12.0 17.0
Jesse starts with N_00 pencils . He gives N_01 to Joshua . How many pencils does Jesse end with ?,N_00 - N_01,34.0,78.0 44.0
For Halloween Faye scored N_00 pieces of candy . She ate N_01 pieces the first night and then her sister gave her N_02 more pieces . How many pieces of candy does Faye have now ?,N_00 + N_02 - N_01,62.0,47.0 25.0 40.0
"Ella owns N_00 dogs . Each day , N_01 dog eats N_02 scoop of dog food and the other dog eats N_03 scoop . Together , how much dog food do the N_04 dogs eat each day ?",N_02 + N_02,0.25,2.0 1.0 0.125 0.125 2.0
"Keith loves trading cards . She bought N_00 packs of Digimon cards for $ N_01 each , and a deck of baseball cards for $ N_02 . How much did Keith spend on cards ?",N_00 * N_01 + N_02,23.86,4.0 4.45 6.06
There are N_00 orchid bushes currently in the park . Park workers will plant N_01 orchid bushes today and N_02 orchid bushes tomorrow . It took N_03 workers to finish the work . How many orchid bushes will the park have when the workers are finished ?,N_00 + N_01 + N_02,109.0,47.0 37.0 25.0 35.0
It took Amanda N_00 hours to stroll to Kimberly 's house at N_01 miles per hour . How far is it between Amanda 's house and Kimberly 's house ?,N_00 * N_01,8.0,2.0 4.0
"Will made N_00 dollars mowing lawns over the summer . If he spent N_01 dollars buying new mower blades , how many N_02 dollar games could he buy with the money he had left ?",( N_00 - N_01 ) / N_02,7.0,104.0 41.0 9.0
"At Billy 's Restaurant a group with N_00 adults and N_01 children came in to eat . If each meal cost N_02 dollars , how much was the bill ?",N_02 * ( N_00 + N_01 ),21.0,2.0 5.0 3.0
"Oliver was organizing his baseball cards in a binder with N_00 on each page . If he had N_01 new cards and N_02 old cards to put in the binder , how many pages would he use ?",( N_01 + N_02 ) / N_00,4.0,3.0 2.0 10.0
Peter starts with N_00 erasers . Bridget gives Peter N_01 more . How many erasers does Peter end with ?,N_00 + N_01,11.0,8.0 3.0
There are N_00 walnut trees currently in the park . Park workers will plant N_01 more walnut trees today . How many walnut trees will the park have when the workers are finished ?,N_00 + N_01,10.0,4.0 6.0
"Each chocolate bar in a box cost $ N_00 . If a box had N_01 bars total and Emily sold all but N_02 bars , how much money would she have made ?",N_00 * ( N_01 - N_02 ),20.0,4.0 8.0 3.0
Bruce has N_00 eggs . Kimberly has N_01 eggs . He loses N_02 . How many eggs will Bruce have ?,N_00 - N_02,5.0,75.0 17.0 70.0
Keith has N_00 books . Jason has N_01 books . How many books do they have together ?,N_00 + N_01,41.0,20.0 21.0
"There school 's baseball team had N_00 new players and N_01 returning players . If the coach put them into groups with N_02 players in each group , how many groups would there be ?",( N_00 + N_01 ) / N_02,5.0,31.0 4.0 7.0
Rachel was unboxing some of her old winter clothes . She found N_00 boxes of clothing and inside each box there were N_01 scarves and N_02 mittens . How many pieces of winter clothing did Rachel have total ?,N_00 * ( N_01 + N_02 ),49.0,7.0 3.0 4.0
Joan has N_00 books . Tom has N_01 books . How many books do they have together ?,N_00 + N_01,48.0,10.0 38.0
"A farmer estimates that he will harvest N_00 bushels of wheat . The weather is perfect during the growing season , so he harvests N_01 bushels of wheat than expected . How many bushels of wheat does the farmer harvest ?",N_00 + N_01,48781.0,48097.0 684.0
"Kaleb had N_00 video games but N_01 of them were n't working . If he wanted to sell the working games for $ N_02 each , how much money could he earn ?",N_02 * ( N_00 - N_01 ),12.0,10.0 8.0 6.0
There are N_00 dogwood trees currently in the park . Park workers will plant N_01 dogwood trees today and N_02 dogwood trees tomorrow . It took N_03 workers to finish the work . How many dogwood trees will the park have when the workers are finished ?,N_00 + N_01 + N_02,16.0,7.0 5.0 4.0 8.0
"Before the recent housing boom , there were N_00 houses in Lawrence County . Now , there are N_01 houses . How many houses did developers build during the housing boom ?",N_01 - N_00,574.0,1426.0 2000.0
"April 's discount flowers was having a sale where each flower was N_00 dollars . If Vanessa bought N_01 roses and N_02 daisies , how much did she spend ?",N_00 * ( N_01 + N_01 ),48.0,8.0 3.0 3.0
There are N_00 pencils and N_01 crayons in the drawer . Dan took N_02 pencils from the drawer . How many pencils are now in the drawer ?,N_00 - N_02,12.0,34.0 49.0 22.0
There are N_00 pencils in the drawer . Sara placed N_01 more pencils in the drawer . How many pencils are now there in all ?,N_00 + N_01,215.0,115.0 100.0
"During a school play , Jonah staffed the snack bar . He served N_00 pitcher of lemonade during the first intermission , N_01 pitcher during the second , and N_02 pitcher during the third . How many pitchers of lemonade did Jonah pour in all ?",N_00 + N_00 + N_01,0.9166666666666666,0.25 0.4166666666666667 0.25
